IndexNumber,Balance,State
UENR38877,0,0
UENR38876,0,0
UENR38875,0,0
UENR38874,0,0
UENR38873,0,0
UENR38872,0,0
UENR38871,0,0
UENR38870,0,0
UENR38869,0,0
UENR38868,0,0
UENR38867,0,0
UENR38866,0,0
UENR38865,0,0
UENR38864,0,0
UENR38863,0,0
UENR38862,0,0
UENR38845,0,0
UENR38844,0,0
UENR38843,0,0
UENR38842,0,0
UENR38841,0,0
UENR38840,0,0
UENR38839,0,0
UENR38838,0,0
UENR38837,0,0
UENR38836,0,0
UENR38835,0,0
UENR38834,0,0
UENR38833,0,0
UENR38832,0,0
UENR38831,0,0
UENR38830,0,0
UENR38813,0,0
UENR38812,0,0
UENR38811,0,0
UENR38810,0,0
UENR38809,0,0
UENR38808,0,0
UENR38807,0,0
UENR38806,0,0
UENR38805,0,0
UENR38804,0,0
UENR38803,0,0
UENR38802,0,0
UENR38801,0,0
UENR38800,0,0
UENR38799,0,0
UENR38798,0,0
UENR38781,0,0
UENR38780,0,0
UENR38779,0,0
UENR38778,0,0
UENR38777,0,0
UENR38776,0,0
UENR38775,0,0
UENR38774,0,0
UENR38773,0,0
UENR38772,0,0
UENR38771,0,0
UENR38770,0,0
UENR38769,0,0
UENR38768,0,0
UENR38767,0,0
UENR38766,0,0
UENR38749,0,0
UENR38748,0,0
UENR38747,0,0
UENR38746,0,0
UENR38745,0,0
UENR38744,0,0
UENR38743,0,0
UENR38742,0,0
UENR38741,0,0
UENR38740,0,0
UENR38739,0,0
UENR38738,0,0
UENR38737,0,0
UENR38736,0,0
UENR38735,0,0
UENR38734,0,0
UENR38717,0,0
UENR38716,0,0
UENR38715,0,0
UENR38714,0,0
UENR38713,0,0
UENR38712,0,0
UENR38711,0,0
UENR38710,0,0
UENR38709,0,0
UENR38708,0,0
UENR38707,0,0
UENR38706,0,0
UENR38705,0,0
UENR38704,0,0
UENR38703,0,0
UENR38702,0,0
UENR38685,0,0
UENR38684,0,0
UENR38683,0,0
UENR38682,0,0
UENR38681,0,0
UENR38680,0,0
UENR38679,0,0
UENR38678,0,0
UENR38677,0,0
UENR38676,0,0
UENR38675,0,0
UENR38674,0,0
UENR38673,0,0
UENR38672,0,0
UENR38671,0,0
UENR38670,0,0
UENR38653,0,0
UENR38652,0,0
UENR38651,0,0
UENR38650,0,0
UENR38649,0,0
UENR38648,0,0
UENR38647,0,0
UENR38646,0,0
UENR38645,0,0
UENR38644,0,0
UENR38643,0,0
UENR38642,0,0
UENR38641,0,0
UENR38640,0,0
UENR38639,0,0
UENR38638,0,0
UENR38605,0,0
UENR38604,0,0
UENR38603,0,0
UENR38602,0,0
UENR38601,0,0
UENR38600,0,0
UENR38599,0,0
UENR38598,0,0
UENR38597,0,0
UENR38596,0,0
UENR38595,0,0
UENR38594,0,0
UENR38593,0,0
UENR38592,0,0
UENR38591,0,0
UENR38590,0,0
UENR38573,0,0
UENR38572,0,0
UENR38571,0,0
UENR38570,0,0
UENR38569,0,0
UENR38568,0,0
UENR38567,0,0
UENR38566,0,0
UENR38565,0,0
UENR38564,0,0
UENR38563,0,0
UENR38562,0,0
UENR38561,0,0
UENR38560,0,0
UENR38559,0,0
UENR38558,0,0
UENR38541,0,0
UENR38540,0,0
UENR38539,0,0
UENR38538,0,0
UENR38537,0,0
UENR38536,0,0
UENR38535,0,0
UENR38534,0,0
UENR38533,0,0
UENR38532,0,0
UENR38531,0,0
UENR38530,0,0
UENR38529,0,0
UENR38528,0,0
UENR38527,0,0
UENR38526,0,0
UENR38509,0,0
UENR38508,0,0
UENR38507,0,0
UENR38506,0,0
UENR38505,0,0
UENR38504,0,0
UENR38503,0,0
UENR38502,0,0
UENR38501,0,0
UENR38500,0,0
UENR38499,0,0
UENR38498,0,0
UENR38497,0,0
UENR38496,0,0
UENR38495,0,0
UENR38494,0,0
UENR38477,0,0
UENR38476,0,0
UENR38475,0,0
UENR38474,0,0
UENR38473,0,0
UENR38472,0,0
UENR38471,0,0
UENR38470,0,0
UENR38469,0,0
UENR38468,0,0
UENR38467,0,0
UENR38466,0,0
UENR38465,0,0
UENR38464,0,0
UENR38463,0,0
UENR38462,0,0
UENR38445,0,0
UENR38444,0,0
UENR38443,0,0
UENR38442,0,0
UENR38441,0,0
UENR38440,0,0
UENR38439,0,0
UENR38438,0,0
UENR38437,0,0
UENR38436,0,0
UENR38435,0,0
UENR38434,0,0
UENR38433,0,0
UENR38432,0,0
UENR38431,0,0
UENR38430,0,0
UENR38413,0,0
UENR38412,0,0
UENR38411,0,0
UENR38410,0,0
UENR38409,0,0
UENR38408,0,0
UENR38407,0,0
UENR38406,0,0
UENR38405,0,0
UENR38404,0,0
UENR38403,0,0
UENR38402,0,0
UENR38401,0,0
UENR38400,0,0
UENR38399,0,0
UENR38398,0,0
UENR38381,0,0
UENR38380,0,0
UENR38379,0,0
UENR38378,0,0
UENR38377,0,0
UENR38376,0,0
UENR38375,0,0
UENR38374,0,0
UENR38373,0,0
UENR38372,0,0
UENR38371,0,0
UENR38370,0,0
UENR38369,0,0
UENR38368,0,0
UENR38367,0,0
UENR38366,0,0
UENR38349,0,0
UENR38348,0,0
UENR38347,0,0
UENR38346,0,0
UENR38345,0,0
UENR38344,0,0
UENR38343,0,0
UENR38342,0,0
UENR38341,0,0
UENR38340,0,0
UENR38339,0,0
UENR38338,0,0
UENR38337,0,0
UENR38336,0,0
UENR38335,0,0
UENR38334,0,0
UENR38317,0,0
UENR38316,0,0
UENR38315,0,0
UENR38314,0,0
UENR38313,0,0
UENR38312,0,0
UENR38311,0,0
UENR38310,0,0
UENR38309,0,0
UENR38308,0,0
UENR38307,0,0
UENR38306,0,0
UENR38305,0,0
UENR38304,0,0
UENR38303,0,0
UENR38302,0,0
UENR38301,0,0
UENR38300,0,0
UENR38299,0,0
UENR38298,0,0
UENR38297,0,0
UENR38296,0,0
UENR38295,0,0
UENR38294,0,0
UENR38293,0,0
UENR38292,0,0
UENR38291,0,0
UENR38290,0,0
UENR38289,0,0
UENR38288,0,0
UENR38287,0,0
UENR38286,0,0
UENR38269,0,0
UENR38268,0,0
UENR38267,0,0
UENR38266,0,0
UENR38265,0,0
UENR38264,0,0
UENR38263,0,0
UENR38262,0,0
UENR38261,0,0
UENR38260,0,0
UENR38259,0,0
UENR38258,0,0
UENR38257,0,0
UENR38256,0,0
UENR38255,0,0
UENR38254,0,0
UENR38237,0,0
UENR38236,0,0
UENR38235,0,0
UENR38234,0,0
UENR38233,0,0
UENR38232,0,0
UENR38231,0,0
UENR38230,0,0
UENR38229,0,0
UENR38228,0,0
UENR38227,0,0
UENR38226,0,0
UENR38225,0,0
UENR38224,0,0
UENR38223,0,0
UENR38222,0,0
UENR38205,0,0
UENR38204,0,0
UENR38203,0,0
UENR38202,0,0
UENR38201,0,0
UENR38200,0,0
UENR38199,0,0
UENR38198,0,0
UENR38197,0,0
UENR38196,0,0
UENR38195,0,0
UENR38194,0,0
UENR38193,0,0
UENR38192,0,0
UENR38191,0,0
UENR38190,0,0
UENR38173,0,0
UENR38172,0,0
UENR38171,0,0
UENR38170,0,0
UENR38169,0,0
UENR38168,0,0
UENR38167,0,0
UENR38166,0,0
UENR38165,0,0
UENR38164,0,0
UENR38163,0,0
UENR38162,0,0
UENR38161,0,0
UENR38160,0,0
UENR38159,0,0
UENR38158,0,0
UENR38141,0,0
UENR38140,0,0
UENR38139,0,0
UENR38138,0,0
UENR38137,0,0
UENR38136,0,0
UENR38135,0,0
UENR38134,0,0
UENR38133,0,0
UENR38132,0,0
UENR38131,0,0
UENR38130,0,0
UENR38129,0,0
UENR38128,0,0
UENR38127,0,0
UENR38126,0,0
UENR38109,0,0
UENR38108,0,0
UENR38107,0,0
UENR38106,0,0
UENR38105,0,0
UENR38104,0,0
UENR38103,0,0
UENR38102,0,0
UENR38101,0,0
UENR38100,0,0
UENR38099,0,0
UENR38098,0,0
UENR38097,0,0
UENR38096,0,0
UENR38095,0,0
UENR38094,0,0
UENR38077,0,0
UENR38076,0,0
UENR38075,0,0
UENR38074,0,0
UENR38073,0,0
UENR38072,0,0
UENR38071,0,0
UENR38070,0,0
UENR38069,0,0
UENR38068,0,0
UENR38067,0,0
UENR38066,0,0
UENR38065,0,0
UENR38064,0,0
UENR38063,0,0
UENR38062,0,0
UENR38045,0,0
UENR38044,0,0
UENR38043,0,0
UENR38042,0,0
UENR38041,0,0
UENR38040,0,0
UENR38039,0,0
UENR38038,0,0
UENR38037,0,0
UENR38036,0,0
UENR38035,0,0
UENR38034,0,0
UENR38033,0,0
UENR38032,0,0
UENR38031,0,0
UENR38030,0,0
UENR38013,0,0
UENR38012,0,0
UENR38011,0,0
UENR38010,0,0
UENR38009,0,0
UENR38008,0,0
UENR38007,0,0
UENR38006,0,0
UENR38005,0,0
UENR38004,0,0
UENR38003,0,0
UENR38002,0,0
UENR38001,0,0
UENR38000,0,0
UENR37999,0,0
UENR37998,0,0
UENR37981,0,0
UENR37980,0,0
UENR37979,0,0
UENR37978,0,0
UENR37977,0,0
UENR37976,0,0
UENR37975,0,0
UENR37974,0,0
UENR37973,0,0
UENR37972,0,0
UENR37971,0,0
UENR37970,0,0
UENR37969,0,0
UENR37968,0,0
UENR37967,0,0
UENR37966,0,0
UENR37949,0,0
UENR37948,0,0
UENR37947,0,0
UENR37946,0,0
UENR37945,0,0
UENR37944,0,0
UENR37943,0,0
UENR37942,0,0
UENR37941,0,0
UENR37940,0,0
UENR37939,0,0
UENR37938,0,0
UENR37937,0,0
UENR37936,0,0
UENR37935,0,0
UENR37934,0,0
UENR37917,0,0
UENR37916,0,0
UENR37915,0,0
UENR37914,0,0
UENR37913,0,0
UENR37912,0,0
UENR37911,0,0
UENR37910,0,0
UENR37909,0,0
UENR37908,0,0
UENR37907,0,0
UENR37906,0,0
UENR37905,0,0
UENR37904,0,0
UENR37903,0,0
UENR37902,0,0
UENR37885,0,0
UENR37884,0,0
UENR37883,0,0
UENR37882,0,0
UENR37881,0,0
UENR37880,0,0
UENR37879,0,0
UENR37878,0,0
UENR37877,0,0
UENR37876,0,0
UENR37875,0,0
UENR37874,0,0
UENR37873,0,0
UENR37872,0,0
UENR37871,0,0
UENR37870,0,0
UENR37853,0,0
UENR37852,0,0
UENR37851,0,0
UENR37850,0,0
UENR37849,0,0
UENR37848,0,0
UENR37847,0,0
UENR37846,0,0
UENR37845,0,0
UENR37844,0,0
UENR37843,0,0
UENR37842,0,0
UENR37841,0,0
UENR37840,0,0
UENR37839,0,0
UENR37838,0,0
UENR37821,0,0
UENR37820,0,0
UENR37819,0,0
UENR37818,0,0
UENR37817,0,0
UENR37816,0,0
UENR37815,0,0
UENR37814,0,0
UENR37813,0,0
UENR37812,0,0
UENR37811,0,0
UENR37810,0,0
UENR37809,0,0
UENR37808,0,0
UENR37807,0,0
UENR37806,0,0
UENR37789,0,0
UENR37788,0,0
UENR37787,0,0
UENR37786,0,0
UENR37785,0,0
UENR37784,0,0
UENR37783,0,0
UENR37782,0,0
UENR37781,0,0
UENR37780,0,0
UENR37779,0,0
UENR37778,0,0
UENR37777,0,0
UENR37776,0,0
UENR37775,0,0
UENR37774,0,0
UENR37757,0,0
UENR37756,0,0
UENR37755,0,0
UENR37754,0,0
UENR37753,0,0
UENR37752,0,0
UENR37751,0,0
UENR37750,0,0
UENR37749,0,0
UENR37748,0,0
UENR37747,0,0
UENR37746,0,0
UENR37745,0,0
UENR37744,0,0
UENR37743,0,0
UENR37742,0,0
UENR37725,0,0
UENR37724,0,0
UENR37723,0,0
UENR37722,0,0
UENR37721,0,0
UENR37720,0,0
UENR37719,0,0
UENR37718,0,0
UENR37717,0,0
UENR37716,0,0
UENR37715,0,0
UENR37714,0,0
UENR37713,0,0
UENR37712,0,0
UENR37711,0,0
UENR37710,0,0
UENR37693,0,0
UENR37692,0,0
UENR37691,0,0
UENR37690,0,0
UENR37689,0,0
UENR37688,0,0
UENR37687,0,0
UENR37686,0,0
UENR37685,0,0
UENR37684,0,0
UENR37683,0,0
UENR37682,0,0
UENR37681,0,0
UENR37680,0,0
UENR37679,0,0
UENR37678,0,0
UENR37661,0,0
UENR37660,0,0
UENR37659,0,0
UENR37658,0,0
UENR37657,0,0
UENR37656,0,0
UENR37655,0,0
UENR37654,0,0
UENR37653,0,0
UENR37652,0,0
UENR37651,0,0
UENR37650,0,0
UENR37649,0,0
UENR37648,0,0
UENR37647,0,0
UENR37646,0,0
UENR37629,0,0
UENR37628,0,0
UENR37627,0,0
UENR37626,0,0
UENR37625,0,0
UENR37624,0,0
UENR37623,0,0
UENR37622,0,0
UENR37621,0,0
UENR37620,0,0
UENR37619,0,0
UENR37618,0,0
UENR37617,0,0
UENR37616,0,0
UENR37615,0,0
UENR37614,0,0
UENR37581,0,0
UENR37580,0,0
UENR37579,0,0
UENR37578,0,0
UENR37577,0,0
UENR37576,0,0
UENR37575,0,0
UENR37574,0,0
UENR37573,0,0
UENR37572,0,0
UENR37571,0,0
UENR37570,0,0
UENR37569,0,0
UENR37568,0,0
UENR37567,0,0
UENR37566,0,0
UENR37549,0,0
UENR37548,0,0
UENR37547,0,0
UENR37546,0,0
UENR37545,0,0
UENR37544,0,0
UENR37543,0,0
UENR37542,0,0
UENR37541,0,0
UENR37540,0,0
UENR37539,0,0
UENR37538,0,0
UENR37537,0,0
UENR37536,0,0
UENR37535,0,0
UENR37534,0,0
UENR37517,0,0
UENR37516,0,0
UENR37515,0,0
UENR37514,0,0
UENR37513,0,0
UENR37512,0,0
UENR37511,0,0
UENR37510,0,0
UENR37509,0,0
UENR37508,0,0
UENR37507,0,0
UENR37506,0,0
UENR37505,0,0
UENR37504,0,0
UENR37503,0,0
UENR37502,0,0
UENR37485,0,0
UENR37484,0,0
UENR37483,0,0
UENR37482,0,0
UENR37481,0,0
UENR37480,0,0
UENR37479,0,0
UENR37478,0,0
UENR37477,0,0
UENR37476,0,0
UENR37475,0,0
UENR37474,0,0
UENR37473,0,0
UENR37472,0,0
UENR37471,0,0
UENR37470,0,0
UENR37453,0,0
UENR37452,0,0
UENR37451,0,0
UENR37450,0,0
UENR37449,0,0
UENR37448,0,0
UENR37447,0,0
UENR37446,0,0
UENR37445,0,0
UENR37444,0,0
UENR37443,0,0
UENR37442,0,0
UENR37441,0,0
UENR37440,0,0
UENR37439,0,0
UENR37438,0,0
UENR37421,0,0
UENR37420,0,0
UENR37419,0,0
UENR37418,0,0
UENR37417,0,0
UENR37416,0,0
UENR37415,0,0
UENR37414,0,0
UENR37413,0,0
UENR37412,0,0
UENR37411,0,0
UENR37410,0,0
UENR37409,0,0
UENR37408,0,0
UENR37407,0,0
UENR37406,0,0
UENR37389,0,0
UENR37388,0,0
UENR37387,0,0
UENR37386,0,0
UENR37385,0,0
UENR37384,0,0
UENR37383,0,0
UENR37382,0,0
UENR37381,0,0
UENR37380,0,0
UENR37379,0,0
UENR37378,0,0
UENR37377,0,0
UENR37376,0,0
UENR37375,0,0
UENR37374,0,0
UENR37357,0,0
UENR37356,0,0
UENR37355,0,0
UENR37354,0,0
UENR37353,0,0
UENR37352,0,0
UENR37351,0,0
UENR37350,0,0
UENR37349,0,0
UENR37348,0,0
UENR37347,0,0
UENR37346,0,0
UENR37345,0,0
UENR37344,0,0
UENR37343,0,0
UENR37342,0,0
UENR37325,0,0
UENR37324,0,0
UENR37323,0,0
UENR37322,0,0
UENR37321,0,0
UENR37320,0,0
UENR37319,0,0
UENR37318,0,0
UENR37317,0,0
UENR37316,0,0
UENR37315,0,0
UENR37314,0,0
UENR37313,0,0
UENR37312,0,0
UENR37311,0,0
UENR37310,0,0
UENR37293,0,0
UENR37292,0,0
UENR37291,0,0
UENR37290,0,0
UENR37289,0,0
UENR37288,0,0
UENR37287,0,0
UENR37286,0,0
UENR37285,0,0
UENR37284,0,0
UENR37283,0,0
UENR37282,0,0
UENR37281,0,0
UENR37280,0,0
UENR37279,0,0
UENR37278,0,0
UENR37261,0,0
UENR37260,0,0
UENR37259,0,0
UENR37258,0,0
UENR37257,0,0
UENR37256,0,0
UENR37255,0,0
UENR37254,0,0
UENR37253,0,0
UENR37252,0,0
UENR37251,0,0
UENR37250,0,0
UENR37249,0,0
UENR37248,0,0
UENR37247,0,0
UENR37246,0,0
UENR37229,0,0
UENR37228,0,0
UENR37227,0,0
UENR37226,0,0
UENR37225,0,0
UENR37224,0,0
UENR37223,0,0
UENR37222,0,0
UENR37221,0,0
UENR37220,0,0
UENR37219,0,0
UENR37218,0,0
UENR37217,0,0
UENR37216,0,0
UENR37215,0,0
UENR37214,0,0
UENR37197,0,0
UENR37196,0,0
UENR37195,0,0
UENR37194,0,0
UENR37193,0,0
UENR37192,0,0
UENR37191,0,0
UENR37190,0,0
UENR37189,0,0
UENR37188,0,0
UENR37187,0,0
UENR37186,0,0
UENR37185,0,0
UENR37184,0,0
UENR37183,0,0
UENR37182,0,0
UENR37149,0,0
UENR37148,0,0
UENR37147,0,0
UENR37146,0,0
UENR37145,0,0
UENR37144,0,0
UENR37143,0,0
UENR37142,0,0
UENR37141,0,0
UENR37140,0,0
UENR37139,0,0
UENR37138,0,0
UENR37137,0,0
UENR37136,0,0
UENR37135,0,0
UENR37134,0,0
UENR37117,0,0
UENR37116,0,0
UENR37115,0,0
UENR37114,0,0
UENR37113,0,0
UENR37112,0,0
UENR37111,0,0
UENR37110,0,0
UENR37109,0,0
UENR37108,0,0
UENR37107,0,0
UENR37106,0,0
UENR37105,0,0
UENR37104,0,0
UENR37103,0,0
UENR37102,0,0
UENR37085,0,0
UENR37084,0,0
UENR37083,0,0
UENR37082,0,0
UENR37081,0,0
UENR37080,0,0
UENR37079,0,0
UENR37078,0,0
UENR37077,0,0
UENR37076,0,0
UENR37075,0,0
UENR37074,0,0
UENR37073,0,0
UENR37072,0,0
UENR37071,0,0
UENR37070,0,0
UENR37069,0,0
UENR37068,0,0
UENR37067,0,0
UENR37066,0,0
UENR37065,0,0
UENR37064,0,0
UENR37063,0,0
UENR37062,0,0
UENR37061,0,0
UENR37060,0,0
UENR37059,0,0
UENR37058,0,0
UENR37057,0,0
UENR37056,0,0
UENR37055,0,0
UENR37054,0,0
UENR37037,0,0
UENR37036,0,0
UENR37035,0,0
UENR37034,0,0
UENR37033,0,0
UENR37032,0,0
UENR37031,0,0
UENR37030,0,0
UENR37029,0,0
UENR37028,0,0
UENR37027,0,0
UENR37026,0,0
UENR37025,0,0
UENR37024,0,0
UENR37023,0,0
UENR37022,0,0
UENR37005,0,0
UENR37004,0,0
UENR37003,0,0
UENR37002,0,0
UENR37001,0,0
UENR37000,0,0
UENR36999,0,0
UENR36998,0,0
UENR36997,0,0
UENR36996,0,0
UENR36995,0,0
UENR36994,0,0
UENR36993,0,0
UENR36992,0,0
UENR36991,0,0
UENR36990,0,0
UENR36973,0,0
UENR36972,0,0
UENR36971,0,0
UENR36970,0,0
UENR36969,0,0
UENR36968,0,0
UENR36967,0,0
UENR36966,0,0
UENR36965,0,0
UENR36964,0,0
UENR36963,0,0
UENR36962,0,0
UENR36961,0,0
UENR36960,0,0
UENR36959,0,0
UENR36958,0,0
UENR36941,0,0
UENR36940,0,0
UENR36939,0,0
UENR36938,0,0
UENR36937,0,0
UENR36936,0,0
UENR36935,0,0
UENR36934,0,0
UENR36933,0,0
UENR36932,0,0
UENR36931,0,0
UENR36930,0,0
UENR36929,0,0
UENR36928,0,0
UENR36927,0,0
UENR36926,0,0
UENR36909,0,0
UENR36908,0,0
UENR36907,0,0
UENR36906,0,0
UENR36905,0,0
UENR36904,0,0
UENR36903,0,0
UENR36902,0,0
UENR36901,0,0
UENR36900,0,0
UENR36899,0,0
UENR36898,0,0
UENR36897,0,0
UENR36896,0,0
UENR36895,0,0
UENR36894,0,0
UENR36877,0,0
UENR36876,0,0
UENR36875,0,0
UENR36874,0,0
UENR36873,0,0
UENR36872,0,0
UENR36871,0,0
UENR36870,0,0
UENR36869,0,0
UENR36868,0,0
UENR36867,0,0
UENR36866,0,0
UENR36865,0,0
UENR36864,0,0
UENR36863,0,0
UENR36862,0,0
UENR36845,0,0
UENR36844,0,0
UENR36843,0,0
UENR36842,0,0
UENR36841,0,0
UENR36840,0,0
UENR36839,0,0
UENR36838,0,0
UENR36837,0,0
UENR36836,0,0
UENR36835,0,0
UENR36834,0,0
UENR36833,0,0
UENR36832,0,0
UENR36831,0,0
UENR36830,0,0
UENR36813,0,0
UENR36812,0,0
UENR36811,0,0
UENR36810,0,0
UENR36809,0,0
UENR36808,0,0
UENR36807,0,0
UENR36806,0,0
UENR36805,0,0
UENR36804,0,0
UENR36803,0,0
UENR36802,0,0
UENR36801,0,0
UENR36800,0,0
UENR36799,0,0
UENR36798,0,0
UENR36781,0,0
UENR36780,0,0
UENR36779,0,0
UENR36778,0,0
UENR36777,0,0
UENR36776,0,0
UENR36775,0,0
UENR36774,0,0
UENR36773,0,0
UENR36772,0,0
UENR36771,0,0
UENR36770,0,0
UENR36769,0,0
UENR36768,0,0
UENR36767,0,0
UENR36766,0,0
UENR36749,0,0
UENR36748,0,0
UENR36747,0,0
UENR36746,0,0
UENR36745,0,0
UENR36744,0,0
UENR36743,0,0
UENR36742,0,0
UENR36741,0,0
UENR36740,0,0
UENR36739,0,0
UENR36738,0,0
UENR36737,0,0
UENR36736,0,0
UENR36735,0,0
UENR36734,0,0
UENR36717,0,0
UENR36716,0,0
UENR36715,0,0
UENR36714,0,0
UENR36713,0,0
UENR36712,0,0
UENR36711,0,0
UENR36710,0,0
UENR36709,0,0
UENR36708,0,0
UENR36707,0,0
UENR36706,0,0
UENR36705,0,0
UENR36704,0,0
UENR36703,0,0
UENR36702,0,0
UENR36685,0,0
UENR36684,0,0
UENR36683,0,0
UENR36682,0,0
UENR36681,0,0
UENR36680,0,0
UENR36679,0,0
UENR36678,0,0
UENR36677,0,0
UENR36676,0,0
UENR36675,0,0
UENR36674,0,0
UENR36673,0,0
UENR36672,0,0
UENR36671,0,0
UENR36670,0,0
UENR36653,0,0
UENR36652,0,0
UENR36651,0,0
UENR36650,0,0
UENR36649,0,0
UENR36648,0,0
UENR36647,0,0
UENR36646,0,0
UENR36645,0,0
UENR36644,0,0
UENR36643,0,0
UENR36642,0,0
UENR36641,0,0
UENR36640,0,0
UENR36639,0,0
UENR36638,0,0
UENR36621,0,0
UENR36620,0,0
UENR36619,0,0
UENR36618,0,0
UENR36617,0,0
UENR36616,0,0
UENR36615,0,0
UENR36614,0,0
UENR36613,0,0
UENR36612,0,0
UENR36611,0,0
UENR36610,0,0
UENR36609,0,0
UENR36608,0,0
UENR36607,0,0
UENR36606,0,0
UENR36589,0,0
UENR36588,0,0
UENR36587,0,0
UENR36586,0,0
UENR36585,0,0
UENR36584,0,0
UENR36583,0,0
UENR36582,0,0
UENR36581,0,0
UENR36580,0,0
UENR36579,0,0
UENR36578,0,0
UENR36577,0,0
UENR36576,0,0
UENR36575,0,0
UENR36574,0,0
UENR36541,0,0
UENR36540,0,0
UENR36539,0,0
UENR36538,0,0
UENR36537,0,0
UENR36536,0,0
UENR36535,0,0
UENR36534,0,0
UENR36533,0,0
UENR36532,0,0
UENR36531,0,0
UENR36530,0,0
UENR36529,0,0
UENR36528,0,0
UENR36527,0,0
UENR36526,0,0
UENR36509,0,0
UENR36508,0,0
UENR36507,0,0
UENR36506,0,0
UENR36505,0,0
UENR36504,0,0
UENR36503,0,0
UENR36502,0,0
UENR36501,0,0
UENR36500,0,0
UENR36499,0,0
UENR36498,0,0
UENR36497,0,0
UENR36496,0,0
UENR36495,0,0
UENR36494,0,0
UENR36477,0,0
UENR36476,0,0
UENR36475,0,0
UENR36474,0,0
UENR36473,0,0
UENR36472,0,0
UENR36471,0,0
UENR36470,0,0
UENR36469,0,0
UENR36468,0,0
UENR36467,0,0
UENR36466,0,0
UENR36465,0,0
UENR36464,0,0
UENR36463,0,0
UENR36462,0,0
UENR36445,0,0
UENR36444,0,0
UENR36443,0,0
UENR36442,0,0
UENR36441,0,0
UENR36440,0,0
UENR36439,0,0
UENR36438,0,0
UENR36437,0,0
UENR36436,0,0
UENR36435,0,0
UENR36434,0,0
UENR36433,0,0
UENR36432,0,0
UENR36431,0,0
UENR36430,0,0
UENR36413,0,0
UENR36412,0,0
UENR36411,0,0
UENR36410,0,0
UENR36409,0,0
UENR36408,0,0
UENR36407,0,0
UENR36406,0,0
UENR36405,0,0
UENR36404,0,0
UENR36403,0,0
UENR36402,0,0
UENR36401,0,0
UENR36400,0,0
UENR36399,0,0
UENR36398,0,0
UENR36381,0,0
UENR36380,0,0
UENR36379,0,0
UENR36378,0,0
UENR36377,0,0
UENR36376,0,0
UENR36375,0,0
UENR36374,0,0
UENR36373,0,0
UENR36372,0,0
UENR36371,0,0
UENR36370,0,0
UENR36369,0,0
UENR36368,0,0
UENR36367,0,0
UENR36366,0,0
UENR36349,0,0
UENR36348,0,0
UENR36347,0,0
UENR36346,0,0
UENR36345,0,0
UENR36344,0,0
UENR36343,0,0
UENR36342,0,0
UENR36341,0,0
UENR36340,0,0
UENR36339,0,0
UENR36338,0,0
UENR36337,0,0
UENR36336,0,0
UENR36335,0,0
UENR36334,0,0
UENR36317,0,0
UENR36316,0,0
UENR36315,0,0
UENR36314,0,0
UENR36313,0,0
UENR36312,0,0
UENR36311,0,0
UENR36310,0,0
UENR36309,0,0
UENR36308,0,0
UENR36307,0,0
UENR36306,0,0
UENR36305,0,0
UENR36304,0,0
UENR36303,0,0
UENR36302,0,0
UENR36285,0,0
UENR36284,0,0
UENR36283,0,0
UENR36282,0,0
UENR36281,0,0
UENR36280,0,0
UENR36279,0,0
UENR36278,0,0
UENR36277,0,0
UENR36276,0,0
UENR36275,0,0
UENR36274,0,0
UENR36273,0,0
UENR36272,0,0
UENR36271,0,0
UENR36270,0,0
UENR36253,0,0
UENR36252,0,0
UENR36251,0,0
UENR36250,0,0
UENR36249,0,0
UENR36248,0,0
UENR36247,0,0
UENR36246,0,0
UENR36245,0,0
UENR36244,0,0
UENR36243,0,0
UENR36242,0,0
UENR36241,0,0
UENR36240,0,0
UENR36239,0,0
UENR36238,0,0
UENR36221,0,0
UENR36220,0,0
UENR36219,0,0
UENR36218,0,0
UENR36217,0,0
UENR36216,0,0
UENR36215,0,0
UENR36214,0,0
UENR36213,0,0
UENR36212,0,0
UENR36211,0,0
UENR36210,0,0
UENR36209,0,0
UENR36208,0,0
UENR36207,0,0
UENR36206,0,0
UENR36189,0,0
UENR36188,0,0
UENR36187,0,0
UENR36186,0,0
UENR36185,0,0
UENR36184,0,0
UENR36183,0,0
UENR36182,0,0
UENR36181,0,0
UENR36180,0,0
UENR36179,0,0
UENR36178,0,0
UENR36177,0,0
UENR36176,0,0
UENR36175,0,0
UENR36174,0,0
UENR36157,0,0
UENR36156,0,0
UENR36155,0,0
UENR36154,0,0
UENR36153,0,0
UENR36152,0,0
UENR36151,0,0
UENR36150,0,0
UENR36149,0,0
UENR36148,0,0
UENR36147,0,0
UENR36146,0,0
UENR36145,0,0
UENR36144,0,0
UENR36143,0,0
UENR36142,0,0
UENR36125,0,0
UENR36124,0,0
UENR36123,0,0
UENR36122,0,0
UENR36121,0,0
UENR36120,0,0
UENR36119,0,0
UENR36118,0,0
UENR36117,0,0
UENR36116,0,0
UENR36115,0,0
UENR36114,0,0
UENR36113,0,0
UENR36112,0,0
UENR36111,0,0
UENR36110,0,0
UENR36093,0,0
UENR36092,0,0
UENR36091,0,0
UENR36090,0,0
UENR36089,0,0
UENR36088,0,0
UENR36087,0,0
UENR36086,0,0
UENR36085,0,0
UENR36084,0,0
UENR36083,0,0
UENR36082,0,0
UENR36081,0,0
UENR36080,0,0
UENR36079,0,0
UENR36078,0,0
UENR36061,0,0
UENR36060,0,0
UENR36059,0,0
UENR36058,0,0
UENR36057,0,0
UENR36056,0,0
